Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
322,1063523547,fantasyfever (1/9),0,72.05,P Jake Arrieta P Eduardo Rodríguez OF Giancarlo Stanton OF Aaron Judge 1B Yonder Alonso OF Brett Gardner C Evan Gattis 2B Neil Walker 3B Miguel Andújar SS J.P. Crawford,,,,,
323,1062996445,ChipotleAddict (12/15),0,71.55,P Jake Arrieta P Reynaldo López SS Francisco Lindor OF Kyle Schwarber 3B Matt Davidson 1B José Abreu C Willson Contreras OF Domingo Santana 2B Ben Zobrist OF Leury García,,,,,
323,1063123414,cheeseisgood (2/3),0,71.55,P Charlie Morton P Luke Weaver SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez OF Ryan Braun OF Michael Brantley 2B Neil Walker OF Dexter Fowler C Andrew Knapp,,,,,
323,1063478373,mray6288 (1/3),0,71.55,P Charlie Morton P Luke Weaver SS Francisco Lindor 3B José Ramírez 2B Jason Kipnis OF Marcell Ozuna OF Tommy Pham OF Michael Brantley C Yadier Molina 1B Matt Carpenter,,,,,
326,1063024478,papagates (7/15),0,71.5,P Jake Arrieta P José Quintana 3B Kris Bryant OF Kyle Schwarber 2B Jason Kipnis SS Addison Russell OF Michael Brantley C Yan Gomes 1B Lucas Duda OF Bradley Zimmer,,,,,
326,1063435227,yolegacy (3/9),0,71.5,P Jake Arrieta P Tyler Mahle OF Rhys Hoskins OF Aaron Judge 1B Hanley Ramirez 2B César Hernández 3B Maikel Franco OF Odúbel Herrera SS José Peraza C Tucker Barnhart,,,,,
328,1063355708,yankeesfan2 (2/2),0,71.4,P Jordan Montgomery P Luke Weaver OF Giancarlo Stanton OF Aaron Judge SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez C Willson Contreras OF Brett Gardner 2B Jace Peterson,,,,,
329,1063467297,Awesemo (2/15),0,71.35,P José Quintana P Luke Weaver SS Francisco Lindor 2B José Ramírez 3B Matt Davidson 1B José Abreu OF Avisaíl García OF Michael Brantley C Welington Castillo OF Nicky Delmonico,,,,,
330,1062996437,ChipotleAddict (4/15),0,71.05,P José Quintana P Reynaldo López 3B Kris Bryant OF Kyle Schwarber 1B José Abreu C Willson Contreras 2B Yoán Moncada SS Addison Russell OF Avisaíl García OF Billy Hamilton,,,,,
330,1062996440,ChipotleAddict (7/15),0,71.05,P José Quintana P Reynaldo López 1B Edwin Encarnacion OF Kyle Schwarber 3B José Ramírez SS Tim Anderson 2B Jason Kipnis OF Avisaíl García OF Michael Brantley C Welington Castillo,,,,,
330,1063474850,Awesemo (15/15),0,71.05,P José Quintana P Reynaldo López OF Mookie Betts OF J.D. Martinez SS Xander Bogaerts 1B José Abreu 2B Yoán Moncada C Welington Castillo 3B Yolmer Sánchez OF Nicky Delmonico,,,,,
333,1063270550,sirmalcolm,0,70.9,P Eduardo Rodríguez P Luke Weaver OF Giancarlo Stanton OF Aaron Judge SS Francisco Lindor 1B José Abreu C Willson Contreras 2B Jason Kipnis 3B Mike Moustakas OF Dexter Fowler,,,,,
333,1063506708,mjchan89,0,70.9,P Eduardo Rodríguez P Luke Weaver OF Mookie Betts OF J.D. Martinez SS Xander Bogaerts 1B Hanley Ramirez 3B Matt Davidson 2B Yoán Moncada C Welington Castillo OF Jesse Winker,,,,,
335,1063109984,shawnzhan (9/15),0,70.85,P Jake Arrieta P Luke Weaver OF Giancarlo Stanton OF Kyle Schwarber 3B José Ramírez SS Manny Machado OF Adam Jones 2B Jonathan Schoop 1B Trey Mancini C Caleb Joseph,,,,,
335,1063531323,mlbmodel (1/2),0,70.85,P Jake Arrieta P Luke Weaver OF Mookie Betts OF Andrew Benintendi SS Francisco Lindor 1B Carlos Santana 3B Alex Bregman 2B Jason Kipnis OF Michael Brantley C Victor Caratini,,,,,
337,1063464229,m3deman (3/3),0,70.75,P Mike Clevinger P Luke Weaver SS Francisco Lindor 3B José Ramírez 1B José Abreu 2B Jason Kipnis OF Avisaíl García OF Michael Brantley C Welington Castillo OF Corey Dickerson,,,,,
338,1063109985,shawnzhan (10/15),0,70.55,P José Quintana P Eduardo Rodríguez OF Giancarlo Stanton 3B Kris Bryant SS Francisco Lindor OF Kyle Schwarber 2B Ben Zobrist 1B Lucas Duda OF Jason Heyward C Victor Caratini,,,,,
339,1063306640,tmarzy (2/2),0,70.45,P Mike Clevinger P Reynaldo López 3B Matt Davidson 1B José Abreu C Willson Contreras 2B Yoán Moncada SS Tim Anderson OF Avisaíl García OF Adam Duvall OF Billy Hamilton,,,,,
339,1063519329,McJester (2/4),0,70.45,P Luke Weaver P Trevor Richards OF Giancarlo Stanton 2B José Altuve OF Aaron Judge SS Carlos Correa OF George Springer 1B Edwin Encarnacion C Yan Gomes 3B Miguel Andújar,,,,,
341,1063298766,fortheoffice (2/10),0,70.35,P José Quintana P Luke Weaver OF Rhys Hoskins SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez 2B Jason Kipnis OF Michael Brantley C Welington Castillo OF Dexter Fowler,,,,,
342,1063352631,wakeywakey (3/3),0,70.25,P Charlie Morton P Reynaldo López OF George Springer SS Manny Machado 1B Ryan Braun 3B Alex Bregman OF Domingo Santana 2B Neil Walker OF Dexter Fowler C Manny Piña,,,,,
343,1063392764,msrebels,0,70.1,P Reynaldo López P Jordan Montgomery 2B José Altuve OF Aaron Judge SS Carlos Correa 1B José Abreu OF Josh Reddick 3B Eugenio Suárez OF Avisaíl García C Yadier Molina,,,,,
344,1063296211,Signature (2/3),0,69.9,P Eduardo Rodríguez P Luke Weaver OF Mookie Betts 3B Kris Bryant SS Carlos Correa 1B Edwin Encarnacion OF Nicholas Castellanos C Evan Gattis 2B Neil Walker OF Niko Goodrum,,,,,
344,1063311655,CosaSpeciale,0,69.9,P Eduardo Rodríguez P Luke Weaver OF Giancarlo Stanton SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez OF Brett Gardner 2B Jason Kipnis OF Avisaíl García C Yan Gomes,,,,,
346,1063476619,ianj300 (1/2),0,69.85,P Chase Anderson P Reynaldo López OF Mookie Betts OF J.D. Martinez SS Carlos Correa 3B Alex Bregman OF Marwin González 2B Eduardo Núñez C Evan Gattis 1B Mitch Moreland,,,,,
347,1063486115,mazwa (10/10),0,69.6,P Eduardo Rodríguez P Jordan Montgomery OF Aaron Judge 3B Kris Bryant SS Carlos Correa OF Kyle Schwarber C Willson Contreras 2B Ben Zobrist 1B Matt Carpenter OF Albert Almora Jr.,,,,,
348,1062996446,ChipotleAddict (13/15),0,69.05,P José Quintana P Jordan Montgomery SS Francisco Lindor 1B Edwin Encarnacion OF Kyle Schwarber 3B José Ramírez C Willson Contreras 2B Jason Kipnis OF Corey Dickerson OF Jason Heyward,,,,,
348,1062996447,ChipotleAddict (14/15),0,69.05,P José Quintana P Jordan Montgomery 3B Kris Bryant SS Francisco Lindor OF Kyle Schwarber 2B José Ramírez 1B José Abreu C Yan Gomes OF Albert Almora Jr. OF Bradley Zimmer,,,,,
348,1063564248,IslandBanker,0,69.05,P Taijuan Walker P Reynaldo López OF Giancarlo Stanton OF Aaron Judge 3B Matt Davidson 1B Ryan Braun SS Tim Anderson 2B Eduardo Núñez C Welington Castillo OF Nicky Delmonico,,,,,
351,1063481978,fallfromgrace (2/3),0,68.9,P Eduardo Rodríguez P Luke Weaver SS Carlos Correa OF George Springer 1B Ryan Braun 3B Alex Bregman OF Josh Reddick C Evan Gattis OF Domingo Santana 2B Neil Walker,,,,,
352,1063573394,baise085 (2/2),0,68.85,P Jake Arrieta P Luke Weaver 2B José Altuve SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez OF Josh Reddick OF Michael Brantley OF José Martínez C Victor Caratini,,,,,
353,1063156173,scout326 (12/15),0,68.55,P Charlie Morton P Luke Weaver 2B José Altuve 1B José Abreu 3B Alex Bregman SS Tim Anderson OF Avisaíl García C Evan Gattis OF Nicky Delmonico OF Leury García,,,,,
353,1063530961,bquicksix (1/3),0,68.55,P Charlie Morton P Luke Weaver SS Francisco Lindor 3B Manny Machado OF Lorenzo Cain OF Ryan Braun 2B Jason Kipnis 1B Jesús Aguilar OF Domingo Santana C Manny Piña,,,,,
355,1063024479,papagates (8/15),0,68.5,P Jake Arrieta P José Quintana OF Kyle Schwarber C Willson Contreras SS Addison Russell 2B Whit Merrifield 3B Mike Moustakas 1B Lucas Duda OF Billy Hamilton OF Alex Gordon,,,,,
356,1063467476,mjmart23,0,68.4,P Reynaldo López P Luke Weaver OF Giancarlo Stanton 3B Kris Bryant OF George Springer 1B José Abreu SS Manny Machado OF Brett Gardner 2B Jason Kipnis C Francisco Cervelli,,,,,
357,1063486106,mazwa (1/10),0,67.75,P Charlie Morton P Eduardo Rodríguez SS Francisco Lindor C Willson Contreras 3B Alex Bregman OF Tommy Pham 2B Derek Dietrich OF Domingo Santana 1B Justin Bour OF Dexter Fowler,,,,,
358,1063488976,jamesreidjr,0,67.6,P Eduardo Rodríguez P Reynaldo López OF Giancarlo Stanton OF Aaron Judge 3B Kris Bryant SS Xander Bogaerts OF Brett Gardner 1B Neil Walker 2B Scooter Gennett C Tucker Barnhart,,,,,
359,1063423670,wilson1 (1/2),0,67.55,P Charlie Morton P Luke Weaver 2B José Altuve SS Carlos Correa 3B Alex Bregman OF Brett Gardner C Evan Gattis 1B Neil Walker OF Dexter Fowler OF Jesse Winker,,,,,
359,1063523550,fantasyfever (4/9),0,67.55,P Jake Arrieta P Jordan Montgomery OF George Springer SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez OF Josh Reddick OF Michael Brantley C Yan Gomes 2B Jace Peterson,,,,,
361,1063179603,jwestphal708,0,67.4,P Jordan Montgomery P Luke Weaver 2B José Altuve OF Aaron Judge OF Andrew Benintendi SS Xander Bogaerts 1B Hanley Ramirez 3B Alex Bregman C Yadier Molina OF José Martínez,,,,,
362,1063039209,IamPGM (3/3),0,67.05,P Jake Arrieta P Eduardo Rodríguez OF Giancarlo Stanton SS Carlos Correa C Willson Contreras OF Brett Gardner 2B Jason Kipnis OF Michael Brantley 1B Neil Walker 3B Jace Peterson,,,,,
363,1063296165,Signature (1/3),0,66.55,P Charlie Morton P Luke Weaver 3B Kris Bryant SS Carlos Correa 1B Edwin Encarnacion OF Marwin González OF Michael Brantley C Evan Gattis OF Billy Hamilton 2B Jace Peterson,,,,,
364,1062996441,ChipotleAddict (8/15),0,66.5,P Jake Arrieta P Mike Fiers SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez OF Lorenzo Cain OF Ryan Braun 2B Jason Kipnis C Yan Gomes OF Domingo Santana,,,,,
365,1063350874,fantasysportsking55,0,66.45,P Luke Weaver P Trevor Richards OF Giancarlo Stanton 2B José Altuve OF Aaron Judge SS Carlos Correa 1B Edwin Encarnacion 3B José Ramírez OF Brett Gardner C Austin Romine,,,,,
366,1063309958,jeremyshow (3/3),0,66.05,P Tyler Mahle P Reynaldo López OF Rhys Hoskins OF Mookie Betts OF J.D. Martinez SS Xander Bogaerts 1B Carlos Santana 2B César Hernández 3B Christian Villanueva C Victor Caratini,,,,,
367,1063363275,nawmsayin (2/3),0,65.9,P Eduardo Rodríguez P Luke Weaver OF Rhys Hoskins SS Carlos Correa OF George Springer 1B Carlos Santana 3B Alex Bregman 2B César Hernández C Evan Gattis OF Nick Williams,,,,,
368,1063388276,bric75 (2/7),0,65.5,P Jake Arrieta P José Quintana OF Rhys Hoskins 3B Kris Bryant 1B José Abreu 2B Yoán Moncada OF Avisaíl García OF Nick Williams SS J.P. Crawford C Andrew Knapp,,,,,
369,1063542800,McJester (3/4),0,65.45,P Luke Weaver P Trevor Richards OF Giancarlo Stanton OF Aaron Judge 3B Kris Bryant SS Carlos Correa OF George Springer C Willson Contreras 2B Derek Dietrich 1B Justin Bour,,,,,
370,1063156169,scout326 (8/15),0,65.35,P José Quintana P Luke Weaver OF Giancarlo Stanton 2B José Altuve SS Carlos Correa 1B José Abreu 3B Alex Bregman OF Tommy Pham OF Avisaíl García C Victor Caratini,,,,,
371,1063429231,Wendt14,0,65.2,P Charlie Morton P Tyler Mahle OF Aaron Judge 3B Kris Bryant 1B Edwin Encarnacion 2B Ben Zobrist OF Billy Hamilton OF Bradley Zimmer SS José Peraza C Jesús Sucre,,,,,
372,1063277548,REDCOAT85 (9/15),0,64.9,P Eduardo Rodríguez P Luke Weaver OF Giancarlo Stanton 2B José Altuve SS Carlos Correa 3B Alex Bregman OF Josh Reddick OF Derek Dietrich C Evan Gattis 1B Justin Bour,,,,,
372,1063435695,dahladino (5/10),0,64.9,P Eduardo Rodríguez P Luke Weaver OF Giancarlo Stanton OF Aaron Judge 3B Matt Davidson 1B José Abreu 2B Yoán Moncada OF Avisaíl García C Welington Castillo SS Ronald Torreyes,,,,,
374,1063467309,Awesemo (14/15),0,64.7,P Charlie Morton P Jake Arrieta 3B Kris Bryant SS Paul DeJong OF Tommy Pham OF José Martínez 2B Ben Zobrist 1B Matt Carpenter OF Dexter Fowler C Victor Caratini,,,,,
375,1063438238,Zeechamp (2/2),0,64.6,P Eduardo Rodríguez P Reynaldo López 3B Kris Bryant SS Francisco Lindor OF Kyle Schwarber 1B José Abreu C Willson Contreras 2B Jason Kipnis OF Michael Brantley OF Albert Almora Jr.,,,,,
375,1063524435,GrindersCal (1/3),0,64.6,P Charlie Morton P Mike Clevinger SS Paul DeJong OF Marcell Ozuna 3B Maikel Franco OF Tommy Pham OF José Martínez 1B Matt Carpenter 2B Niko Goodrum C Andrew Knapp,,,,,
377,1063024472,papagates (1/15),0,64.5,P Jake Arrieta P José Quintana 3B Kris Bryant OF Kyle Schwarber 1B Joey Votto C Willson Contreras 2B Scooter Gennett OF Billy Hamilton OF Bradley Zimmer SS José Peraza,,,,,
378,1063483457,Tommyg1979 (1/2),0,64.1,P Mike Fiers P Trevor Richards OF Giancarlo Stanton 2B José Altuve OF Aaron Judge SS Carlos Correa OF George Springer 3B Alex Bregman 1B Marwin González C Yan Gomes,,,,,
379,1063388277,bric75 (3/7),0,63.85,P Jake Arrieta P Luke Weaver OF George Springer 3B José Ramírez 1B Carlos Santana SS Paul DeJong 2B César Hernández OF Marcell Ozuna OF Tommy Pham C Yadier Molina,,,,,
380,1063467296,Awesemo (1/15),0,63.7,P Charlie Morton P Jake Arrieta 1B José Abreu 2B Yoán Moncada OF Avisaíl García 3B Jeimer Candelario C Welington Castillo OF Leonys Martin OF Nicky Delmonico SS José Iglesias,,,,,
381,1063336372,kfalik (2/3),0,63.55,P Jake Arrieta P Jordan Montgomery OF Giancarlo Stanton 2B José Altuve 1B Edwin Encarnacion SS Xander Bogaerts OF Ben Zobrist OF Corey Dickerson 3B Matt Duffy C Victor Caratini,,,,,
382,1063477811,ehafner (5/15),0,63.45,P Mike Clevinger P Reynaldo López SS Francisco Lindor 3B José Ramírez 1B José Abreu 2B Jason Kipnis OF Avisaíl García OF Michael Brantley C Welington Castillo OF Bradley Zimmer,,,,,
383,1063405287,wcdenin24 (7/8),0,63.4,P Jameson Taillon P Jordan Montgomery SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez OF Lorenzo Cain OF Ryan Braun 2B Jason Kipnis C Welington Castillo OF Carlos Gómez,,,,,
384,1063216196,rex21023,0,62.9,P Eduardo Rodríguez P Luke Weaver OF Giancarlo Stanton 3B Kris Bryant SS Carlos Correa OF George Springer 1B José Abreu OF Brett Gardner 2B Neil Walker C Victor Caratini,,,,,
384,1063546799,bryito12 (5/5),0,62.9,P Eduardo Rodríguez P Luke Weaver OF Giancarlo Stanton SS Carlos Correa 3B Matt Davidson 1B José Abreu C Willson Contreras 2B Yoán Moncada OF Avisaíl García OF Nicky Delmonico,,,,,
386,1063536947,REDCOAT85 (14/15),0,62.55,P José Quintana P Eduardo Rodríguez SS Carlos Correa OF George Springer 1B José Abreu 3B Alex Bregman OF Brett Gardner C Welington Castillo 2B Neil Walker OF Nicky Delmonico,,,,,
387,1063296217,fortheoffice (1/10),0,62.4,P Jordan Montgomery P Luke Weaver OF Giancarlo Stanton 3B Kris Bryant SS Francisco Lindor 2B José Ramírez 1B José Abreu C Willson Contreras OF Avisaíl García OF Albert Almora Jr.,,,,,
388,1063576497,RKiley03,0,62.2,P Charlie Morton P Tyler Mahle OF Kyle Schwarber SS Manny Machado 2B Yoán Moncada OF Adam Jones 3B Mike Moustakas C Evan Gattis 1B Lucas Duda OF Niko Goodrum,,,,,
389,1063576185,jabbourj2,0,62.1,P Reynaldo López P Jordan Montgomery OF Giancarlo Stanton OF Aaron Judge 3B Kris Bryant SS Francisco Lindor 2B José Ramírez OF Brett Gardner 1B Neil Walker C Victor Caratini,,,,,
390,1063024477,papagates (6/15),0,62.05,P José Quintana P Jordan Montgomery OF Kyle Schwarber 3B José Ramírez 1B Yonder Alonso C Willson Contreras 2B Jason Kipnis SS Addison Russell OF Billy Hamilton OF Bradley Zimmer,,,,,
390,1063024480,papagates (9/15),0,62.05,P José Quintana P Jordan Montgomery 3B Kris Bryant 1B Edwin Encarnacion OF Kyle Schwarber 2B José Ramírez C Willson Contreras OF Michael Brantley OF Bradley Zimmer SS José Peraza,,,,,
392,1063574796,TheGold1,0,62,P José Quintana P Tyler Mahle SS Carlos Correa OF George Springer 2B Yoán Moncada 3B Alex Bregman OF Josh Reddick OF Avisaíl García C Welington Castillo 1B Neil Walker,,,,,
393,1063481977,fallfromgrace (1/3),0,61.9,P Eduardo Rodríguez P Luke Weaver SS Carlos Correa OF George Springer 1B José Abreu 2B Yoán Moncada 3B Alex Bregman OF Josh Reddick C Evan Gattis OF Domingo Santana,,,,,
394,1063239068,myb821,0,61.85,P Chase Anderson P Reynaldo López 2B José Altuve SS Carlos Correa 3B Matt Davidson 1B José Abreu OF Josh Reddick OF Avisaíl García C Welington Castillo OF Nicky Delmonico,,,,,
394,1063388278,bric75 (4/7),0,61.85,P Jake Arrieta P Luke Weaver OF Giancarlo Stanton SS Carlos Correa OF George Springer 3B Alex Bregman OF Brett Gardner C Evan Gattis 1B Neil Walker 2B Jace Peterson,,,,,
396,1063438197,tinderella (6/6),0,61.55,P José Quintana P Eduardo Rodríguez 2B José Altuve SS Carlos Correa 3B Alex Bregman OF Josh Reddick OF Tommy Pham C Evan Gattis 1B Matt Carpenter OF Dexter Fowler,,,,,
397,1063270541,ejs39861,0,61.4,P Jordan Montgomery P Luke Weaver OF Giancarlo Stanton OF Aaron Judge SS Carlos Correa 3B José Ramírez 1B José Abreu OF Brett Gardner C Welington Castillo 2B Neil Walker,,,,,
397,1063381687,zsavior (1/4),0,61.4,P Jordan Montgomery P Luke Weaver OF Giancarlo Stanton OF Aaron Judge SS Carlos Correa 3B José Ramírez 1B José Abreu OF Brett Gardner C Welington Castillo 2B Neil Walker,,,,,
397,1063532453,longgg,0,61.4,P Reynaldo López P Luke Weaver OF Giancarlo Stanton OF Aaron Judge SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez 2B Jason Kipnis OF José Martínez C Tucker Barnhart,,,,,
400,1063156162,scout326 (1/15),0,61.35,P José Quintana P Luke Weaver 2B José Altuve SS Carlos Correa OF George Springer 1B José Abreu 3B Alex Bregman OF Avisaíl García C Welington Castillo OF Leury García,,,,,
401,1063523200,Legit-Storm (4/4),0,61.25,P Charlie Morton P Jordan Montgomery SS Francisco Lindor 1B Yonder Alonso OF Lorenzo Cain 3B Alex Bregman 2B Jason Kipnis OF Michael Brantley C Yan Gomes OF Dexter Fowler,,,,,
402,1063467304,Awesemo (9/15),0,61.05,P Jordan Montgomery P Mike Fiers 2B José Altuve OF Aaron Judge SS Carlos Correa OF George Springer 3B Alex Bregman OF Brett Gardner C Evan Gattis 1B Neil Walker,,,,,
403,1063524555,Wreck-Havoc-22 (3/5),0,60.95,P Mike Clevinger P Eduardo Rodríguez SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez 2B Jason Kipnis OF Michael Brantley OF Odúbel Herrera OF Niko Goodrum C Andrew Knapp,,,,,
403,1063532712,Wreck-Havoc-22 (5/5),0,60.95,P Mike Clevinger P Eduardo Rodríguez SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez 2B Jason Kipnis OF Michael Brantley OF Odúbel Herrera OF Niko Goodrum C Andrew Knapp,,,,,
405,1063228800,ThatStunna (2/2),0,60.9,P Eduardo Rodríguez P Luke Weaver OF Giancarlo Stanton SS Carlos Correa OF George Springer 3B Alex Bregman OF Brett Gardner 1B Marwin González C Evan Gattis 2B Neil Walker,,,,,
406,1063422556,yolegacy (1/9),0,60.6,P Eduardo Rodríguez P Jordan Montgomery OF Giancarlo Stanton OF Aaron Judge 3B Kris Bryant SS Xander Bogaerts OF Brett Gardner 1B Tyler Austin 2B Neil Walker C Tucker Barnhart,,,,,
406,1063579876,SamENole (3/3),0,60.6,P Eduardo Rodríguez P Reynaldo López 2B José Altuve SS Carlos Correa OF Lorenzo Cain OF Ryan Braun 3B Alex Bregman OF Josh Reddick C Evan Gattis 1B Jesús Aguilar,,,,,
408,1063477038,yolegacy (8/9),0,60.55,P Jake Arrieta P Reynaldo López OF Aaron Judge SS Xander Bogaerts 3B Matt Davidson 1B José Abreu 2B Yoán Moncada OF Avisaíl García OF Nicky Delmonico C Tucker Barnhart,,,,,
409,1063580395,ryanmax (3/3),0,60.45,P Mike Clevinger P Jordan Montgomery OF Andrew Benintendi SS Francisco Lindor 3B José Ramírez 1B Carlos Santana OF Michael Brantley OF Odúbel Herrera 2B Neil Walker C Andrew Knapp,,,,,
410,1063108463,youdacao (9/15),0,60.35,P José Quintana P Luke Weaver 2B José Altuve 3B Kris Bryant SS Carlos Correa 1B José Abreu OF Avisaíl García C Welington Castillo OF Nicky Delmonico OF Leury García,,,,,
411,1063109981,shawnzhan (6/15),0,60.2,P Charlie Morton P Mike Fiers OF Giancarlo Stanton OF Kyle Schwarber 1B Ryan Braun 3B Alex Bregman OF Domingo Santana 2B Jonathan Villar SS Orlando Arcia C Manny Piña,,,,,
411,1063558764,lvonderspark92,0,60.2,P Mike Clevinger P Chase Anderson OF Lorenzo Cain OF Ryan Braun SS Paul DeJong 2B César Hernández 3B Maikel Franco C Yadier Molina 1B José Martínez OF Odúbel Herrera,,,,,
413,1063175931,moklovin (2/5),0,60.05,P José Quintana P Reynaldo López OF Giancarlo Stanton 2B José Altuve SS Carlos Correa 3B Alex Bregman C Evan Gattis 1B Neil Walker OF Dexter Fowler OF Derek Fisher,,,,,
413,1063508069,VinceLN30,0,60.05,P Tyler Mahle P Reynaldo López OF Rhys Hoskins OF Aaron Judge SS Francisco Lindor 1B Edwin Encarnacion 2B Yoán Moncada 3B Maikel Franco OF Odúbel Herrera C Jesús Sucre,,,,,
415,1063574048,Stallion33,0,59.55,P Jake Arrieta P Jordan Montgomery OF Giancarlo Stanton OF Aaron Judge OF George Springer 2B Yoán Moncada C Evan Gattis 1B Neil Walker 3B Miguel Andújar SS Ronald Torreyes,,,,,
416,1063370176,jaker1soe (2/2),0,59.45,P Mike Clevinger P Reynaldo López SS Francisco Lindor 3B José Ramírez 1B Yonder Alonso 2B Jason Kipnis OF Marcell Ozuna OF Michael Brantley C Yadier Molina OF Dexter Fowler,,,,,
416,1063408434,wcdenin24 (8/8),0,59.45,P Jameson Taillon P Trevor Richards SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez OF Starling Marte OF Lorenzo Cain OF Ryan Braun 2B Jason Kipnis C Welington Castillo,,,,,
418,1063387469,bric75 (1/7),0,59.4,P Jordan Montgomery P Luke Weaver OF Giancarlo Stanton 2B José Altuve OF Aaron Judge SS Francisco Lindor 3B Alex Bregman C Evan Gattis OF Odúbel Herrera 1B Neil Walker,,,,,
419,1063108467,youdacao (13/15),0,59.35,P José Quintana P Luke Weaver 2B José Altuve SS Carlos Correa OF George Springer 1B José Abreu 3B Alex Bregman C Evan Gattis OF Domingo Santana OF Nicky Delmonico,,,,,
420,1063160150,theOGking_tay,0,59.25,P Charlie Morton P Jordan Montgomery OF Aaron Judge SS Carlos Correa 3B Matt Davidson C Welington Castillo 1B Tyler Austin 2B Yolmer Sánchez OF Nicky Delmonico OF Leury García,,,,,
421,1063024483,papagates (12/15),0,59.05,P José Quintana P Jordan Montgomery 3B Kris Bryant OF Kyle Schwarber 1B Yonder Alonso 2B Jason Kipnis SS Addison Russell C Yan Gomes OF Billy Hamilton OF Bradley Zimmer,,,,,
422,1063355919,Crafty2408,0,58.45,P Mike Clevinger P Jordan Montgomery 3B Kris Bryant OF Lorenzo Cain 1B Ryan Braun C Willson Contreras SS Addison Russell OF José Martínez OF Domingo Santana 2B Ben Zobrist,,,,,
422,1063578421,matthewm1627,0,58.45,P Mike Clevinger P Jordan Montgomery 3B Kris Bryant OF Lorenzo Cain OF Ryan Braun C Willson Contreras SS Addison Russell 1B José Martínez OF Domingo Santana 2B Ben Zobrist,,,,,
424,1063375359,fjbourne,0,58.4,P Jordan Montgomery P Luke Weaver 2B José Altuve 3B Kris Bryant SS Carlos Correa OF George Springer OF Kyle Schwarber OF Josh Reddick 1B Marwin González C Victor Caratini,,,,,
424,1063467695,ComingUpShort,0,58.4,P Mike Clevinger P Taijuan Walker OF Giancarlo Stanton 2B José Altuve 3B José Ramírez OF Derek Dietrich OF Domingo Santana 1B Neil Walker SS Adeiny Hechavarria C Victor Caratini,,,,,
426,1063517397,TheJT9,0,58.35,P José Quintana P Luke Weaver OF Giancarlo Stanton SS Carlos Correa 2B José Ramírez 1B José Abreu 3B Alex Bregman OF Tommy Pham C Evan Gattis OF Dexter Fowler,,,,,
427,1063467301,Awesemo (6/15),0,58.25,P Charlie Morton P Reynaldo López SS Carlos Correa 1B José Abreu 2B Yoán Moncada 3B Alex Bregman OF Avisaíl García C Evan Gattis OF Nicky Delmonico OF Leury García,,,,,
428,1063240129,bradhr (1/2),0,58.1,P Reynaldo López P Jordan Montgomery 2B José Altuve OF Aaron Judge SS Carlos Correa 1B Edwin Encarnacion OF Brett Gardner 3B Maikel Franco OF Avisaíl García C Yadier Molina,,,,,
428,1063352630,wakeywakey (2/3),0,58.1,P Reynaldo López P Jordan Montgomery OF Giancarlo Stanton 3B Kris Bryant OF Kyle Schwarber 1B Ryan Braun C Willson Contreras SS Addison Russell OF Domingo Santana 2B Ben Zobrist,,,,,
430,1063109980,shawnzhan (5/15),0,58.05,P José Quintana P Reynaldo López OF Giancarlo Stanton SS Francisco Lindor 1B José Abreu 2B Yoán Moncada 3B Alex Bregman OF Avisaíl García C Welington Castillo OF Nicky Delmonico,,,,,
431,1063536946,REDCOAT85 (13/15),0,57.85,P Jake Arrieta P Luke Weaver OF Giancarlo Stanton SS Francisco Lindor 3B José Ramírez 1B José Abreu OF Michael Brantley C Welington Castillo 2B Neil Walker OF Nicky Delmonico,,,,,
432,1063232729,davewiff (3/6),0,57.55,P Jake Arrieta P Reynaldo López 2B José Ramírez 3B Matt Davidson 1B José Abreu OF Ryan Braun SS Tim Anderson OF Avisaíl García C Welington Castillo OF Domingo Santana,,,,,
433,1063580012,ryanmax (2/3),0,57.4,P Jordan Montgomery P Luke Weaver OF Giancarlo Stanton 2B José Altuve OF Aaron Judge 3B Kris Bryant SS Carlos Correa OF Michael Brantley 1B Neil Walker C Victor Caratini,,,,,
434,1063486110,mazwa (5/10),0,57.25,P Charlie Morton P Jordan Montgomery SS Francisco Lindor OF Nicholas Castellanos 1B Miguel Cabrera OF Tommy Pham 3B Jeimer Candelario C Evan Gattis OF Leonys Martin 2B Niko Goodrum,,,,,
435,1063463048,Bozie11 (1/3),0,56.9,P Eduardo Rodríguez P Luke Weaver SS Carlos Correa OF George Springer 3B Matt Davidson 1B José Abreu 2B Yoán Moncada OF Brett Gardner OF Avisaíl García C Evan Gattis,,,,,
